6.06	0.53750809	1.8604371146
5.6	0.596048575	1.6777156123
4.2	0.6281884492	1.5918789996
3.07	0.722033956	1.3849764152
2.47	0.7283956088	1.3728803248
1.24	0.9427298891	1.0607492258
0.67	1.0153831271	0.9848499283
0.34	0.9465404682	1.0564788655
