### Datafile rebinned by Will It Rebin...? 
### Original datafile = S_A_02885_B1-T1_lipase_s1_000_c.dat
### Number of datapoints = 115
   1.1098578700e-02   3.6209652466e-01   9.2123313225e-03   0.0
   1.2331748000e-02   3.6144297578e-01   5.4474751999e-03   0.0
   1.3564915400e-02   3.5390760836e-01   3.6559162984e-03   0.0
   1.4798080700e-02   3.4823031989e-01   2.6953131472e-03   0.0
   1.6031243700e-02   3.4213363745e-01   2.2574825737e-03   0.0
   1.7264404200e-02   3.3489080218e-01   2.0942766930e-03   0.0
   1.8497562100e-02   3.2977244861e-01   1.8463602172e-03   0.0
   1.9730717000e-02   3.2716484487e-01   1.7877243081e-03   0.0
   2.0963868900e-02   3.1915106666e-01   1.6124417208e-03   0.0
   2.2197017500e-02   3.1193340140e-01   1.5309526278e-03   0.0
   2.3430162600e-02   3.0514627183e-01   1.4936737382e-03   0.0
   2.4663304100e-02   3.0022971920e-01   1.3974083945e-03   0.0
   2.5896441800e-02   2.9442798573e-01   1.2798460132e-03   0.0
   2.7129575400e-02   2.8706835706e-01   1.3345094230e-03   0.0
   2.8362704900e-02   2.8106458988e-01   1.2479834394e-03   0.0
   2.9595829900e-02   2.7363333392e-01   1.1934009535e-03   0.0
   3.0828950300e-02   2.6424851976e-01   1.1056723402e-03   0.0
   3.2062065900e-02   2.6054998568e-01   1.0725007216e-03   0.0
   3.3295176500e-02   2.5266880712e-01   1.0736932341e-03   0.0
   3.4528281900e-02   2.4863880293e-01   1.0672706552e-03   0.0
   3.5761382000e-02   2.4083834375e-01   1.0031948989e-03   0.0
   3.6994476400e-02   2.3335518063e-01   9.8594310570e-04   0.0
   3.8227565200e-02   2.2561350196e-01   9.3290838215e-04   0.0
   3.9460648000e-02   2.2153556535e-01   9.1927701503e-04   0.0
   4.0693724600e-02   2.1508441055e-01   8.9511792055e-04   0.0
   4.1926794900e-02   2.0625473202e-01   8.3799528323e-04   0.0
   4.3159858700e-02   2.0139362758e-01   8.5871882845e-04   0.0
   4.4392915800e-02   1.9577359921e-01   8.2044825735e-04   0.0
   4.5625965900e-02   1.8914305354e-01   8.1489426915e-04   0.0
   4.6859009000e-02   1.8437177896e-01   7.7334544020e-04   0.0
   4.8092044800e-02   1.7741775155e-01   7.5720420975e-04   0.0
   4.9325073100e-02   1.7147458034e-01   7.7040813367e-04   0.0
   5.0558093700e-02   1.6607076679e-01   7.1373768790e-04   0.0
   5.1791106500e-02   1.6074434243e-01   6.9526203785e-04   0.0
   5.3024111100e-02   1.5423230018e-01   6.5746268651e-04   0.0
   5.4873601600e-02   1.4789552018e-01   4.6899254014e-04   0.0
   5.7339560250e-02   1.3793792110e-01   4.4115335432e-04   0.0
   5.9805483150e-02   1.2836757355e-01   4.2038268094e-04   0.0
   6.2271368950e-02   1.2047548144e-01   3.9633172468e-04   0.0
   6.4737215900e-02   1.1195178923e-01   3.8828459286e-04   0.0
   6.7203022600e-02   1.0488900104e-01   3.6751770834e-04   0.0
   6.9668787450e-02   9.7318075021e-02   3.5391083033e-04   0.0
   7.2134509000e-02   9.1646137374e-02   3.3865051967e-04   0.0
   7.4600185650e-02   8.5027005094e-02   3.2005886290e-04   0.0
   7.7065815850e-02   7.9243924502e-02   3.1172332090e-04   0.0
   7.9531398150e-02   7.4457380301e-02   2.9900352850e-04   0.0
   8.1996930900e-02   6.9024383693e-02   2.9032463895e-04   0.0
   8.4462412650e-02   6.4270964571e-02   2.7901062293e-04   0.0
   8.6927841900e-02   6.0326705487e-02   2.7478664105e-04   0.0
   8.9393217100e-02   5.5910267448e-02   2.6014497453e-04   0.0
   9.1858536600e-02   5.2832730602e-02   2.5416942467e-04   0.0
   9.4323798950e-02   4.9230472950e-02   2.4463055607e-04   0.0
   9.6789002700e-02   4.5734721499e-02   2.4215723282e-04   0.0
   9.9254146200e-02   4.2624263511e-02   2.3489788358e-04   0.0
   1.0171922800e-01   3.9887956180e-02   2.3518653132e-04   0.0
   1.0480048767e-01   3.6724301409e-02   1.8765391115e-04   0.0
   1.0849786833e-01   3.3277449822e-02   1.8332750071e-04   0.0
   1.1219509733e-01   3.0040309278e-02   1.8044499226e-04   0.0
   1.1589216967e-01   2.6816852091e-02   1.7495574230e-04   0.0
   1.1958907967e-01   2.4291360562e-02   1.7064916447e-04   0.0
   1.2328582200e-01   2.2046339250e-02   1.6524798424e-04   0.0
   1.2698239233e-01   1.9598894428e-02   1.6745820780e-04   0.0
   1.3067878467e-01   1.7269317008e-02   1.6857888509e-04   0.0
   1.3437499433e-01   1.5499110879e-02   1.6108798032e-04   0.0
   1.3807101600e-01   1.3556783418e-02   1.5556395124e-04   0.0
   1.4176684467e-01   1.2299503445e-02   1.5173112612e-04   0.0
   1.4546247533e-01   1.0654564648e-02   1.4693660395e-04   0.0
   1.4915790233e-01   9.5210145866e-03   1.4600828840e-04   0.0
   1.5285312100e-01   7.9024898775e-03   1.4077226345e-04   0.0
   1.5654812600e-01   7.2406411641e-03   1.4001301028e-04   0.0
   1.6085868050e-01   5.9509628081e-03   1.1729708695e-04   0.0
   1.6578466150e-01   4.7963057627e-03   1.0960791152e-04   0.0
   1.7071023100e-01   3.9529881622e-03   1.0553234206e-04   0.0
   1.7563537625e-01   3.1868404820e-03   1.0184764295e-04   0.0
   1.8056008525e-01   2.7003524592e-03   9.8563282531e-05   0.0
   1.8548434575e-01   2.2981133029e-03   9.6860242712e-05   0.0
   1.9040814575e-01   2.0667162304e-03   9.4845978229e-05   0.0
   1.9533147300e-01   1.7887759113e-03   9.3289983972e-05   0.0
