#total particle-self-energy nonbondedEM
100 -579.4772645563353 0 -579.4772645563353
200 -593.6395102881361 0 -593.6395102881361
300 -602.3570798747241 0 -602.3570798747241
400 -602.1448672802653 0 -602.1448672802653
500 -622.2477869431023 0 -622.2477869431023
600 -635.7883706355933 0 -635.7883706355933
700 -619.0331072518602 0 -619.0331072518602
800 -616.974207326537 0 -616.974207326537
900 -619.9178130920045 0 -619.9178130920045
1000 -625.6947319174651 0 -625.6947319174651
1100 -621.6885159956291 0 -621.6885159956291
1200 -629.5400407298002 0 -629.5400407298002
1300 -637.7651506892871 0 -637.7651506892871
1400 -639.8279090978904 0 -639.8279090978904
1500 -648.4368351812009 0 -648.4368351812009
1600 -646.0326869066339 0 -646.0326869066339
1700 -684.273950123461 0 -684.273950123461
1800 -690.4996341869701 0 -690.4996341869701
1900 -614.5568326888606 0 -614.5568326888606
2000 -692.0528302668245 0 -692.0528302668245
2100 -695.3066750627477 0 -695.3066750627477
2200 -633.0917953348253 0 -633.0917953348253
2300 -615.9901108872145 0 -615.9901108872145
2400 -644.6912499959581 0 -644.6912499959581
2500 -651.3330754528288 0 -651.3330754528288
2600 -684.6616493363399 0 -684.6616493363399
2700 -682.0274408718105 0 -682.0274408718105
2800 -652.4222629056312 0 -652.4222629056312
2900 -711.831802116707 0 -711.831802116707
3000 -695.6006699744612 0 -695.6006699744612
3100 -690.9274859358557 0 -690.9274859358557
3200 -698.6971168509917 0 -698.6971168509917
3300 -662.8392840169254 0 -662.8392840169254
3400 -657.168434352614 0 -657.168434352614
3500 -694.6429936105851 0 -694.6429936105851
3600 -693.074859905988 0 -693.074859905988
3700 -737.0751227734145 0 -737.0751227734145
3800 -720.7106109709712 0 -720.7106109709712
3900 -712.9723771053832 0 -712.9723771053832
4000 -735.864225018071 0 -735.864225018071
4100 -725.6149047850631 0 -725.6149047850631
4200 -743.4002362685278 0 -743.4002362685278
4300 -721.0138367130421 0 -721.0138367130421
4400 -740.363028023392 0 -740.363028023392
4500 -748.0424173802603 0 -748.0424173802603
4600 -715.2464569646399 0 -715.2464569646399
4700 -744.0757493332494 0 -744.0757493332494
4800 -728.8622085032985 0 -728.8622085032985
4900 -680.2688252436928 0 -680.2688252436928
5000 -682.5445483827498 0 -682.5445483827498
5100 -737.6542946393602 0 -737.6542946393602
5200 -710.7323668319732 0 -710.7323668319732
5300 -700.9938545986079 0 -700.9938545986079
5400 -689.7767657260702 0 -689.7767657260702
5500 -764.4130117788445 0 -764.4130117788445
5600 -713.884406958241 0 -713.884406958241
5700 -670.642664707033 0 -670.642664707033
5800 -723.4676066068932 0 -723.4676066068932
5900 -758.4686779058538 0 -758.4686779058538
6000 -752.899560793041 0 -752.899560793041
6100 -755.3588631988969 0 -755.3588631988969
6200 -778.1422185768315 0 -778.1422185768315
6300 -751.0431842627004 0 -751.0431842627004
6400 -744.0778155682492 0 -744.0778155682492
6500 -700.5112456202041 0 -700.5112456202041
6600 -756.3362181347329 0 -756.3362181347329
6700 -764.2885514723603 0 -764.2885514723603
6800 -721.4309493007604 0 -721.4309493007604
6900 -707.8065530483145 0 -707.8065530483145
7000 -699.4394817713182 0 -699.4394817713182
7100 -709.5282971516717 0 -709.5282971516717
7200 -756.0511741227238 0 -756.0511741227238
7300 -735.7406998877414 0 -735.7406998877414
7400 -738.632585950545 0 -738.632585950545
7500 -778.40691168583 0 -778.40691168583
7600 -761.3404933440033 0 -761.3404933440033
7700 -771.3270100508817 0 -771.3270100508817
