### Datafile rebinned by Will It Rebin...? 
### Original datafile = S_A_02883_A1-T1_lipase_s1_000_c.dat
### Number of datapoints = 115
   1.1098578700e-02   3.9851344293e-01   1.2046106543e-02   0.0
   1.2331748000e-02   4.0329323793e-01   7.8654468755e-03   0.0
   1.3564915400e-02   3.8939087284e-01   5.1712755130e-03   0.0
   1.4798080700e-02   3.8924741872e-01   3.8717052842e-03   0.0
   1.6031243700e-02   3.8212478275e-01   3.1778462309e-03   0.0
   1.7264404200e-02   3.7501855229e-01   3.0760634980e-03   0.0
   1.8497562100e-02   3.6837885793e-01   2.8683978574e-03   0.0
   1.9730717000e-02   3.6045282245e-01   2.7976119730e-03   0.0
   2.0963868900e-02   3.5415300190e-01   2.4314006057e-03   0.0
   2.2197017500e-02   3.4535442932e-01   2.3673167061e-03   0.0
   2.3430162600e-02   3.4122676536e-01   2.2979985163e-03   0.0
   2.4663304100e-02   3.3377615078e-01   2.2078567266e-03   0.0
   2.5896441800e-02   3.2568326487e-01   2.0706687835e-03   0.0
   2.7129575400e-02   3.1799230688e-01   2.0585494924e-03   0.0
   2.8362704900e-02   3.1280529681e-01   1.9053758203e-03   0.0
   2.9595829900e-02   3.0369729132e-01   1.8985213126e-03   0.0
   3.0828950300e-02   2.9608943769e-01   1.7314315895e-03   0.0
   3.2062065900e-02   2.8600466477e-01   1.7083002024e-03   0.0
   3.3295176500e-02   2.8127508175e-01   1.7282454764e-03   0.0
   3.4528281900e-02   2.7405569232e-01   1.6503899337e-03   0.0
   3.5761382000e-02   2.6582076163e-01   1.5674291558e-03   0.0
   3.6994476400e-02   2.5974331894e-01   1.5354589076e-03   0.0
   3.8227565200e-02   2.4992484124e-01   1.4605532223e-03   0.0
   3.9460648000e-02   2.4060694031e-01   1.3896220599e-03   0.0
   4.0693724600e-02   2.3801836407e-01   1.3999245122e-03   0.0
   4.1926794900e-02   2.3054005157e-01   1.3164387056e-03   0.0
   4.3159858700e-02   2.2281761832e-01   1.3100848108e-03   0.0
   4.4392915800e-02   2.1575264006e-01   1.2318832228e-03   0.0
   4.5625965900e-02   2.0820317499e-01   1.2786557435e-03   0.0
   4.6859009000e-02   2.0114479983e-01   1.1766076698e-03   0.0
   4.8092044800e-02   1.9739973560e-01   1.1753606020e-03   0.0
   4.9325073100e-02   1.8987246340e-01   1.1654487322e-03   0.0
   5.0558093700e-02   1.8446877933e-01   1.1038494452e-03   0.0
   5.1791106500e-02   1.7687908228e-01   1.0829556118e-03   0.0
   5.3024111100e-02   1.7203886535e-01   1.0322009768e-03   0.0
   5.4873601600e-02   1.6343190322e-01   7.2775928344e-04   0.0
   5.7339560250e-02   1.5170901629e-01   6.9139535126e-04   0.0
   5.9805483150e-02   1.4100926739e-01   6.4401798965e-04   0.0
   6.2271368950e-02   1.3090513373e-01   6.1645960678e-04   0.0
   6.4737215900e-02   1.2272170445e-01   6.0790532964e-04   0.0
   6.7203022600e-02   1.1522144035e-01   5.6871931139e-04   0.0
   6.9668787450e-02   1.0695199215e-01   5.4315302541e-04   0.0
   7.2134509000e-02   9.9546718770e-02   5.1408237024e-04   0.0
   7.4600185650e-02   9.3283681499e-02   4.9405347617e-04   0.0
   7.7065815850e-02   8.6334366398e-02   4.7209947366e-04   0.0
   7.9531398150e-02   8.1303971709e-02   4.4964433763e-04   0.0
   8.1996930900e-02   7.6164222990e-02   4.4282982947e-04   0.0
   8.4462412650e-02   7.0649621174e-02   4.2311531025e-04   0.0
   8.6927841900e-02   6.6048529914e-02   4.1160316071e-04   0.0
   8.9393217100e-02   6.1074579576e-02   3.8403506830e-04   0.0
   9.1858536600e-02   5.7513457247e-02   3.7738223836e-04   0.0
   9.4323798950e-02   5.3374112149e-02   3.6279413877e-04   0.0
